Temperature (K)	Pressure (MPa)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
453.272506667	1.00563918296	49.2286896011	0.0203133580866	13.7359391551	13.7563670639	38.5604816553	61.1516082631	79.3654378184	1391.36570795	-0.114080367102	150.273289887	0.671218037899	0.0421629038306	0.287129759541	3.48274592504	46.5318055636	50.0341913301	118.595832868	34.7467774377	48.9011172583	501.063339360	29.4073195011	14.9893316467	0.0348523321638
453.895733333	1.02012675589	49.1916572422	0.0203286503456	13.7852366722	13.8059744723	38.6692002125	61.1065406461	79.4102479031	1389.62597241	-0.113383417919	149.725546678	0.670921363940	0.0420237947540	0.291076128643	3.43552734696	46.5392341276	50.0439074948	118.506771622	34.8209207291	49.0418437393	501.181707751	29.2394760447	15.0105340670	0.0349566951805
454.518960000	1.03477812424	49.1545230320	0.0203440078006	13.8345591293	13.8556106635	38.7778251417	61.0615930705	79.4554302306	1387.87838683	-0.112682003843	149.181827088	0.670621063748	0.0418845742786	0.295065988820	3.38907240377	46.5465981733	50.0535361582	118.417903291	34.8953247893	49.1834755889	501.298267313	29.0727366242	15.0317359034	0.0350615286311
455.142186667	1.04959457939	49.1172866910	0.0203594308108	13.8839067117	13.9052758599	38.8863571173	61.0167655577	79.5009877174	1386.12296091	-0.111976081617	148.642086354	0.670317148370	0.0417452430553	0.299099711624	3.34336664710	46.5538973746	50.0630768843	118.329225925	34.9699873419	49.3260163715	501.413013617	28.9070937044	15.0529373277	0.0351668351207
455.765413333	1.06457741775	49.0799479353	0.0203749197395	13.9332796057	13.9549702851	38.9947968138	60.9720581289	79.5469233176	1384.35970416	-0.111265607508	148.106280272	0.670009628518	0.0416058017383	0.303177671339	3.29839593919	46.5611314035	50.0725292352	118.240737584	35.0449061334	49.4694697584	501.525942183	28.7425398517	15.0741385150	0.0352726172770
456.388640000	1.07972794070	49.0425064769	0.0203904749540	13.9826779990	14.0046941645	39.1031449053	60.9274708045	79.5932400233	1382.58862587	-0.110550537291	147.574365189	0.669698514602	0.0414662509843	0.307300245011	3.25414644549	46.5682999308	50.0818927711	118.152436331	35.1200789346	49.6138395313	501.637048482	28.5790677301	15.0953396440	0.0353788777508
457.011866667	1.09504745461	49.0049620232	0.0204060968260	14.0321020802	14.0544477246	39.2114020663	60.8830036052	79.6399408652	1380.80973513	-0.109830826248	147.046297990	0.669383816745	0.0413265914533	0.311467812472	3.21060462737	46.5754026250	50.0911670500	118.064320237	35.1955035416	49.7591295850	501.746327932	28.4166700965	15.1165408968	0.0354856192166
457.635093333	1.11053727086	48.9673142772	0.0204217857312	14.0815520393	14.1042311935	39.3195689709	60.8386565512	79.6870289132	1379.02304081	-0.109106429157	146.522036099	0.669065544803	0.0411868238082	0.315680756379	3.16775723510	46.5824391534	50.1003516280	117.976387381	35.2711777773	49.9053439312	501.853775897	28.2553397973	15.1377424593	0.0355928443730
458.258320000	1.12619870578	48.9295629377	0.0204375420494	14.1310280674	14.1540448008	39.4276462934	60.7944296630	79.7345072774	1377.22855159	-0.108377300284	146.001537459	0.668743708379	0.0410469487149	0.319939462240	3.12559130093	46.5894091811	50.1094460590	117.888635847	35.3470994928	50.0524867010	501.959387686	28.0950697642	15.1589445205	0.0357005559434
458.881546667	1.14203308065	48.8917076989	0.0204533661651	14.1805303568	14.2038887776	39.5356347084	60.7503229612	79.7823791081	1375.42627591	-0.107643393377	145.484760534	0.668418316842	0.0409069668425	0.324244318447	3.08409413244	46.5963123716	50.1184498947	117.801063724	35.4232665682	50.2005621481	502.063158553	27.9358530108	15.1801472734	0.0358087566766
459.504773333	1.15804172174	48.8537482504	0.0204692584666	14.2300591011	14.2537633564	39.6435348903	60.7063364668	79.8306475975	1373.61622204	-0.106904661655	144.971664296	0.668089379339	0.0407668788628	0.328595716312	3.04325330599	46.6031483864	50.1273626846	117.713669109	35.4996769141	50.3495746525	502.165083696	27.7776826285	15.2013509146	0.0359174493474
460.128000000	1.17422596023	48.8156842775	0.0204852193470	14.2796144952	14.3036687715	39.7513475138	60.6624702009	79.8793159793	1371.79839801	-0.106161057805	144.462208217	0.667756904804	0.0406266854511	0.332994050095	3.00305666037	46.6099168852	50.1361839758	117.626450103	35.5763284727	50.4995287227	502.265158254	27.6205517836	15.2225556440	0.0360266367570
460.751226667	1.19058713229	48.7775154609	0.0205012492037	14.3291967351	14.3536052586	39.8590732538	60.6187241856	79.9283875303	1369.97281165	-0.105412533966	143.956352262	0.667420901971	0.0404863872857	0.337439717039	2.96349229064	46.6166175256	50.1449133135	117.539404815	35.6532192191	50.6504289998	502.363377309	27.4644537137	15.2437616656	0.0361363217339
461.374453333	1.20712657897	48.7392414765	0.0205173484385	14.3788060182	14.4035730548	39.9667127853	60.5750984434	79.9778655706	1368.13947060	-0.104659041727	143.454056885	0.667081379386	0.0403459850478	0.341933117408	2.92454854206	46.6232499633	50.1535502400	117.452531358	35.7303471619	50.8022802598	502.459735881	27.3093817247	15.2649691869	0.0362465071343
461.997680000	1.22384564631	48.7008619958	0.0205335174578	14.4284425432	14.4535723991	40.0742667838	60.5315929974	80.0277534646	1366.29838226	-0.103900532116	142.955283016	0.666738345411	0.0402054794222	0.346474654518	2.88621400428	46.6298138521	50.1620942955	117.365827851	35.8077103451	50.9550874174	502.554228932	27.1553291875	15.2861784191	0.0363571958431
462.620906667	1.24074568521	48.6623766857	0.0205497566726	14.4781065100	14.5036035319	40.1817359247	60.4882078721	80.0780546216	1364.44955385	-0.103136955589	142.459992056	0.666391808237	0.0400648710966	0.351064734773	2.84847750557	46.6363088435	50.1705450179	117.279292416	35.8853068481	51.1088555285	502.646851362	27.0022895352	15.3073895772	0.0364683907741
463.244133333	1.25782805152	48.6237852081	0.0205660664985	14.5277981200	14.5536666954	40.2891208841	60.4449430927	80.1287724966	1362.59299237	-0.102368262024	141.968145871	0.666041775887	0.0399241607619	0.355703767703	2.81132810725	46.6427345869	50.1789019423	117.192923185	35.9631347879	51.2635897940	502.737598005	26.8502562604	15.3286028803	0.0365800948710
463.867360000	1.27509410598	48.5850872205	0.0205824473560	14.5775175758	14.6037621332	40.3964223383	60.4017986856	80.1799105913	1360.72870461	-0.101594400713	141.479706784	0.665688256228	0.0397833491126	0.360392166000	2.77475509831	46.6490907299	50.1871646013	117.106718290	36.0411923190	51.4192955624	502.826463637	26.6992229123	15.3498185509	0.0366923111081
464.490586667	1.29254521424	48.5462823754	0.0205988996700	14.6272650815	14.6538900907	40.5036409639	60.3587746785	80.2314724546	1358.85669715	-0.100815320346	140.994637569	0.665331256970	0.0396424368462	0.365130345553	2.73874799008	46.6553769175	50.1953325250	117.020675872	36.1194776350	51.5759783332	502.913442966	26.5491830943	15.3710368155	0.0368050424907
465.113813333	1.31018274683	48.5073703206	0.0206154238704	14.6770408423	14.7040508150	40.6107774382	60.3158711005	80.2834616837	1356.97697636	-0.100030969011	140.512901441	0.664970785679	0.0395014246635	0.369918725491	2.70329651107	46.6615927926	50.2034052410	116.934794073	36.1979889694	51.7336437599	502.998530636	26.4001304615	15.3922579048	0.0369182920563
465.737040000	1.32800807918	48.4683506992	0.0206320203922	14.7268450652	14.7542445550	40.7178324387	60.2730879823	80.3358819245	1355.08954842	-0.0992412941747	140.034462053	0.664606849777	0.0393603132688	0.374757728218	2.66839060199	46.6677379959	50.2113822738	116.849071042	36.2767245965	51.8922976534	503.081721225	26.2520587181	15.4134820531	0.0370320628751
466.360266667	1.34602259158	48.4292231491	0.0206486896749	14.7766779582	14.8044715610	40.8248066437	60.2304253560	80.3887368731	1353.19441928	-0.0984462426801	139.559283489	0.664239456550	0.0392191033698	0.379647779454	2.63402041081	46.6738121658	50.2192631454	116.763504933	36.3556828321	52.0519459848	503.163009244	26.1049616156	15.4347094989	0.0371463580504
466.983493333	1.36422766923	48.3899873035	0.0206654321632	14.8265397311	14.8547320854	40.9317007317	60.1878832559	80.4420302759	1351.29159468	-0.0976457607325	139.087330255	0.663868613149	0.0390777956773	0.384589308275	2.60017628801	46.6798149382	50.2270473752	116.678093901	36.4348620344	52.2125948887	503.242389136	25.9588329501	15.4559404845	0.0372611807203
467.606720000	1.38262470215	48.3506427906	0.0206822483070	14.8764305948	14.9050263822	41.0385153820	60.1454617177	80.4957659313	1349.38108015	-0.0968397938905	138.618567276	0.663494326598	0.0389363909059	0.389582747155	2.56684878194	46.6857459467	50.2347344793	116.592836109	36.5142606049	52.3742506667	503.319855275	25.8136665608	15.4771752564	0.0373765340575
468.229946667	1.40121508526	48.3111892335	0.0206991385612	14.9263507620	14.9553547072	41.1452512746	60.1031607794	80.5499476899	1347.46288102	-0.0960282870554	138.152959886	0.663116603794	0.0387948897735	0.394628532006	2.53402863426	46.6916048225	50.2423239713	116.507729722	36.5938769892	52.5369197900	503.395401967	25.6694563277	15.4984140653	0.0374924212707
468.853173333	1.42000021832	48.2716262505	0.0207161033857	14.9763004466	15.0057173179	41.2519090900	60.0609804811	80.6045794558	1345.53700241	-0.0952111844605	137.690473824	0.662735451511	0.0386532930015	0.399727102221	2.50170677555	46.6973911942	50.2498153617	116.422772909	36.6737096776	52.7006089028	503.469023447	25.5261961699	15.5196571658	0.0376088456053
469.476400000	1.43898150593	48.2319534544	0.0207331432459	15.0262798642	15.0561144739	41.3584895095	60.0189208650	80.6596651875	1343.60344921	-0.0943884296604	137.231075231	0.662350876408	0.0385116013149	0.404878900719	2.46987432100	46.7031046880	50.2572081578	116.337963843	36.7537572056	52.8653248258	503.540713878	25.3838800437	15.5409048168	0.0377258103443
470.099626667	1.45816035755	48.1921704533	0.0207502586124	15.0762892319	15.1065464364	41.4649932151	59.9769819760	80.7152088988	1341.66222611	-0.0935599655201	136.774730636	0.661962885024	0.0383698154421	0.410084373985	2.43852256618	46.7087449273	50.2645018643	116.253300700	36.8340181552	53.0310745587	503.610467352	25.2425019411	15.5621572814	0.0378433188090
470.722853333	1.47753818748	48.1522768497	0.0207674499613	15.1263287681	15.1570134685	41.5714208896	59.9351638610	80.7712146595	1339.71333758	-0.0927257342034	136.321406959	0.661571483786	0.0382279361153	0.415343972121	2.40764298298	46.7143115331	50.2716959823	116.168781662	36.9144911548	53.1978652842	503.678277890	25.1020558881	15.5834148271	0.0379613743601
471.346080000	1.49711641484	48.1122722413	0.0207847177740	15.1763986932	15.2075158354	41.6777732168	59.8934665699	80.8276865972	1337.75678789	-0.0918856771618	135.871071500	0.661176679010	0.0380859640701	0.420658148886	2.37722721561	46.7198041238	50.2787900100	116.084404910	36.9951748803	53.3657043706	503.744139437	24.9625359433	15.6046777253	0.0380799803984
471.969306667	1.51689646359	48.0721562202	0.0208020625374	15.2264992288	15.2580538039	41.7840508811	59.8518901553	80.8846288974	1335.79258107	-0.0910397351225	135.423691935	0.660778476905	0.0379439000459	0.426027361745	2.34726707670	46.7252223147	50.2857834425	116.000168632	37.0760680555	53.5345993755	503.808045865	24.8239361964	15.6259462522	0.0381991403659
472.592533333	1.53687976252	48.0319283732	0.0208194847442	15.2766305983	15.3086276431	41.8902545679	59.8104346726	80.9420458051	1333.82072096	-0.0901878480770	134.979236308	0.660376883570	0.0378017447859	0.431452071917	2.31775454353	46.7305657189	50.2926757713	115.916071018	37.1571694526	53.7045580485	503.869990973	24.6862507669	15.6472206882	0.0383188577469
473.215760000	1.55706774523	47.9915882819	0.0208369848926	15.3267930267	15.3592376238	41.9963849636	59.7691001800	80.9999416256	1331.84121118	-0.0893299552684	134.537673030	0.659971905002	0.0376594990368	0.436932744421	2.28868175427	46.7358339462	50.2994664848	115.832110260	37.2384778930	53.8755883350	503.929968482	24.5494738028	15.6685013180	0.0384391360684
473.838986667	1.57746185012	47.9511355223	0.0208545634865	15.3769867405	15.4098840188	42.1024427558	59.7278867391	81.0583207259	1329.85405510	-0.0884659951796	134.098970870	0.659563547096	0.0375171635491	0.442469848127	2.26004100445	46.7410266038	50.3061550680	115.748284553	37.3199922471	54.0476983791	503.987972038	24.4135994796	15.6897884311	0.0385599789018
474.462213333	1.59806352045	47.9105696650	0.0208722210358	15.4272119681	15.4605671032	42.2084286327	59.6867944147	81.1171875354	1327.85925592	-0.0875959055203	133.663098952	0.659151815643	0.0373747390772	0.448063855807	2.23182474337	46.7461432959	50.3127410024	115.664592095	37.4017114356	54.2208965271	504.043995209	24.2786219990	15.7110823211	0.0386813898635
475.085440000	1.61887420422	47.8698902751	0.0208899580562	15.4774689395	15.5112871537	42.3143432841	59.6458232747	81.1765465473	1325.85681659	-0.0867196232142	133.230026747	0.658736716336	0.0372322263792	0.453715244181	2.20402557072	46.7511836240	50.3192237659	115.581031087	37.4836344293	54.3951913308	504.098031488	24.1445355877	15.7323832866	0.0388033726161
475.708666667	1.63989535430	47.8290969121	0.0209077750692	15.5277578863	15.5620444495	42.4201874004	59.6049733907	81.2364023196	1323.84673984	-0.0858370843862	132.799724072	0.658318254771	0.0370896262173	0.459424493976	2.17663623318	46.7561471863	50.3256028331	115.497599732	37.5657602496	54.5705915507	504.150074287	24.0113344971	15.7536916306	0.0389259308693
476.331893333	1.66112842831	47.7881891297	0.0209256726026	15.5780790419	15.6128392716	42.5259616737	59.5642448379	81.2967594766	1321.82902819	-0.0849482243488	132.372161080	0.657896436444	0.0369469393573	0.465192089974	2.14964962121	46.7610335780	50.3318776747	115.414296234	37.6480879692	54.7471061595	504.200116941	23.8790130016	15.7750076608	0.0390490683811
476.955120000	1.68257488870	47.7471664762	0.0209436511902	15.6284326417	15.6636719032	42.6316667970	59.5236376951	81.3576227095	1319.80368394	-0.0840529775885	131.947308258	0.657471266760	0.0368041665692	0.471018521065	2.12305876580	46.7658423915	50.3380477580	115.331118802	37.7306167119	54.9247443453	504.248152704	23.7475653981	15.7963316896	0.0391727889592
477.578346667	1.70423620268	47.7060284939	0.0209617113722	15.6788189224	15.7145426298	42.7373034648	59.4831520452	81.4189967785	1317.77070914	-0.0831512777520	131.525136424	0.657042751025	0.0366613086267	0.476904280307	2.09685683542	46.7705732157	50.3441125464	115.248065643	37.8133456533	55.1035155155	504.294174751	23.6169860055	15.8176640344	0.0392970964615
478.201573333	1.72611384228	47.6647747193	0.0209798536947	15.7292381230	15.7654517388	42.8428723726	59.4427879748	81.4808865130	1315.73010565	-0.0822430576319	131.105616717	0.656610894455	0.0365183663077	0.482849864976	2.07103713294	46.7752256365	50.3500714995	115.165134969	37.8962740208	55.2834292994	504.338176174	23.4872691634	15.8390050172	0.0394219947979
478.824800000	1.74820928431	47.6234046832	0.0209980787105	15.7796904840	15.8163995201	42.9483742176	59.4025455748	81.5432968139	1313.68187507	-0.0813282491525	130.688720596	0.656175702172	0.0363753403942	0.488855776627	2.04559309271	46.7797992365	50.3559240732	115.082324993	37.9794010939	55.4644955525	504.380149988	23.3584092320	15.8603549649	0.0395474879313
479.448026667	1.77052401037	47.5819179104	0.0210163869788	15.8301762478	15.8673862656	43.0538096983	59.3624249403	81.6062326543	1311.62601880	-0.0804067833548	130.274419835	0.655737179205	0.0362322316721	0.494922521151	2.02051827764	46.7842935952	50.3616697191	114.999633927	38.0627262046	55.6467243597	504.420089121	23.2304005910	15.8817142094	0.0396735798784
480.071253333	1.79305950682	47.5403139196	0.0210347790654	15.8806956589	15.9184122695	43.1591795147	59.3224261708	81.6696990810	1309.56253799	-0.0794785903815	129.862686518	0.655295330496	0.0360890409315	0.501050608832	1.99580637639	46.7887082884	50.3673078853	114.917059989	38.1462487374	55.8301260387	504.457986420	23.1032376395	15.9030830877	0.0398002747118
480.694480000	1.81581726483	47.4985922235	0.0210532555427	15.9312489635	15.9694778284	43.2644843683	59.2825493701	81.7337012159	1307.49143357	-0.0785435994618	129.453493033	0.654850160895	0.0359457689668	0.507240554410	1.97145120063	46.7930428887	50.3728380156	114.834601394	38.2299681293	56.0147111436	504.493834651	22.9769147950	15.9244619418	0.0399275765605
481.317706667	1.83879878032	47.4567523288	0.0210718169897	15.9818364098	16.0205832412	43.3697249621	59.2427946470	81.7982442573	1305.41270623	-0.0776017388958	129.046812069	0.654401675160	0.0358024165765	0.513492877142	1.94744668235	46.7972969654	50.3782595496	114.752256360	38.3138838702	56.2004904689	504.527626493	22.8514264933	15.9458511188	0.0400554896116
481.940933333	1.86200555402	47.4147937359	0.0210904639925	16.0324582479	16.0717288090	43.4749020009	59.2031621147	81.8633334816	1303.32635643	-0.0766529360382	128.642616614	0.653949877966	0.0356589845632	0.519808100860	1.92378687124	46.8014700840	50.3835719230	114.670023106	38.3979955029	56.3874750528	504.559354542	22.7267671881	15.9672509710	0.0401840181116
482.564160000	1.88543909142	47.3727159389	0.0211091971440	16.0831147300	16.1229148355	43.5800161910	59.1636518916	81.9289742445	1301.23238440	-0.0756971172821	128.240879944	0.653494773895	0.0355154737340	0.526186754042	1.90046593214	46.8055618066	50.3887745670	114.587899850	38.4823026231	56.5756761810	504.589011309	22.6029313504	15.9886618559	0.0403131663678
483.187386667	1.90910090279	47.3305184257	0.0211280170440	16.1338061102	16.1741416266	43.6850682406	59.1242641010	81.9951719827	1299.13079012	-0.0747342080428	127.841575627	0.653036367444	0.0353718849003	0.532629369870	1.87747814253	46.8095716917	50.3938669086	114.505884815	38.5668048796	56.7651053904	504.616589217	22.4799134682	16.0100841363	0.0404429387496
483.810613333	1.93299250316	47.2882006777	0.0211469242997	16.1845326448	16.2254094910	43.7900588596	59.0849988713	82.0619322151	1297.02157335	-0.0737641327400	127.444677513	0.652574663022	0.0352282188778	0.539136486301	1.85481789011	46.8134992942	50.3988483705	114.423976218	38.6515019740	56.9557744733	504.642080607	22.3577080463	16.0315181807	0.0405733396899
484.433840000	1.95711541236	47.2457621699	0.0211659195253	16.2352945920	16.2767187393	43.8949887597	59.0458563363	82.1292605449	1294.90473358	-0.0727868147814	127.050159730	0.652109664952	0.0350844764867	0.545708646131	1.83247967041	46.8173441650	50.4037183708	114.342172283	38.7363936612	57.1476954806	504.665477730	22.2363096060	16.0529643625	0.0407043736869
485.057066667	1.98147115499	47.2032023709	0.0211850033424	16.2860922122	16.3280696852	43.9998586546	59.0068366353	82.1971626608	1292.78027007	-0.0718021765441	126.657996684	0.651641377469	0.0349406585515	0.552346397066	1.81045808448	46.8211058515	50.4084763232	114.260471230	38.8214797488	57.3408807265	504.686772749	22.1157126851	16.0744230610	0.0408360453053
485.680293333	2.00606126040	47.1605207423	0.0212041763801	16.3369257679	16.3794626447	44.1046692598	58.9679399130	82.2656443387	1290.64818186	-0.0708101393573	126.268163051	0.651169804723	0.0347967659014	0.559050291791	1.78874783662	46.8247838970	50.4131216367	114.178871279	38.9067600976	57.5353427920	504.705957742	21.9959118373	16.0958946611	0.0409683591777
486.303520000	2.03088726274	47.1177167395	0.0212234392751	16.3877955238	16.4308979363	44.2094212931	58.9291663201	82.3347114435	1288.50846769	-0.0698106234832	125.880633775	0.650694950779	0.0346527993700	0.565820888039	1.76734373216	46.8283778413	50.4176537158	114.097370653	38.9922346211	57.7310945289	504.723024696	21.8769016321	16.1173795530	0.0411013200068
486.926746667	2.05595070095	47.0747898108	0.0212427926714	16.4387017467	16.4823758812	44.3141154740	58.8905160129	82.4043699309	1286.36112611	-0.0688035480985	125.495384065	0.650216819616	0.0345087597957	0.572658748668	1.74624067532	46.8318872197	50.4220719602	114.015967573	39.0779032857	57.9281490644	504.737965510	21.7586766552	16.1388781331	0.0412349325665
487.549973333	2.08125311870	47.0317393978	0.0212622372212	16.4896447057	16.5338968033	44.4187525244	58.8519891539	82.4746258489	1284.20615537	-0.0677888312754	125.112389388	0.649735415126	0.0343646480211	0.579564441732	1.72543366707	46.8353115640	50.4263757647	113.934660257	39.1637661105	58.1265198049	504.750771992	21.6412315077	16.1603908033	0.0413692017036
488.173200000	2.10679606449	46.9885649351	0.0212817735843	16.5406246723	16.5854610291	44.5233331683	58.8135859117	82.5454853396	1282.04355350	-0.0667663899614	124.731625468	0.649250741119	0.0342204648941	0.586538540558	1.70491780310	46.8386504015	50.4305645194	113.853446928	39.2498231670	58.3262204405	504.761435860	21.5245608066	16.1819179714	0.0415041323396
488.796426667	2.13258109157	46.9452658504	0.0213014024287	16.5916419200	16.6370688880	44.6278581320	58.7753064611	82.6169546416	1279.87331825	-0.0657361399595	124.353068281	0.648762801316	0.0340762112668	0.593581623820	1.68468827179	46.8419032556	50.4346376093	113.772325803	39.3360745793	58.5272649491	504.769948743	21.4086591842	16.2034600512	0.0416397294727
489.419653333	2.15860975799	46.9018415643	0.0213211244302	16.6426967247	16.6887207120	44.7323281441	58.7371509836	82.6890400911	1277.69544713	-0.0646979959078	123.976694052	0.648271599357	0.0339318879963	0.600694275623	1.66474035226	46.8450696455	50.4385944144	113.691295101	39.4225205236	58.7296676012	504.776302175	21.2935212886	16.2250174626	0.0417759981791
490.042880000	2.18488362656	46.8582914902	0.0213409402733	16.6937893649	16.7404168358	44.8367439354	58.6991196670	82.7617481245	1275.50993738	-0.0636518712583	123.602479251	0.647777138795	0.0337874959446	0.607877085576	1.64506941243	46.8481490859	50.4424343096	113.610353040	39.5091612285	58.9334429642	504.780487601	21.1791417835	16.2465906315	0.0419129436150
490.666106667	2.21140426492	46.8146150341	0.0213608506504	16.7449201211	16.7921575974	44.9411062394	58.6612127062	82.8350852800	1273.31678598	-0.0625976782559	123.230400590	0.647279423098	0.0336430359785	0.615130648880	1.62567090718	46.8511410873	50.4461566648	113.529497836	39.5959969743	59.1386059072	504.782496371	21.0655153479	16.2681799901	0.0420505710188
491.289333333	2.23817324545	46.7708115950	0.0213808562626	16.7960892767	16.8439433371	45.0454157920	58.6234303026	82.9090581995	1271.11598964	-0.0615353279160	122.860435019	0.646778455650	0.0334985089696	0.622455566406	1.60654037649	46.8540451559	50.4497608442	113.448727704	39.6830280930	59.3451716053	504.782319741	20.9526366768	16.2897859768	0.0421888857125
491.912560000	2.26519214538	46.7268805642	0.0214009578197	16.8472971170	16.8957743986	45.1496733316	58.5857726651	82.9836736314	1268.90754481	-0.0604647300027	122.492559721	0.646274239749	0.0333539157948	0.629852444785	1.58767344365	46.8568607932	50.4532462072	113.368040857	39.7702549681	59.5531555452	504.779948876	20.8405004806	16.3114090365	0.0423278931041
492.535786667	2.29246254669	46.6828213254	0.0214211560400	16.8985439303	16.9476511283	45.2538795994	58.5482400095	83.0589384320	1266.69144767	-0.0593857930057	122.126752112	0.645766778608	0.0332092573356	0.637321896488	1.56906581354	46.8595874963	50.4566121072	113.287435507	39.8576780347	59.7625735294	504.775374843	20.7291014855	16.3330496203	0.0424675986891
493.159013333	2.31998603619	46.6386332551	0.0214414516508	16.9498300072	16.9995738757	45.3580353391	58.5108325593	83.1348595677	1264.46769412	-0.0582984241169	121.762989836	0.645256075357	0.0330645344791	0.644864539920	1.55071327092	46.8622247578	50.4598578924	113.206909865	39.9452977786	59.9734416816	504.768588615	20.6184344336	16.3547081862	0.0426080080533
493.782240000	2.34776420550	46.5943157216	0.0214618453885	17.0011556409	17.0515429933	45.4621412974	58.4735505451	83.2114441180	1262.23627979	-0.0572025292069	121.401250759	0.644742133037	0.0329197481171	0.652480999506	1.53261167874	46.8647720652	50.4629829055	113.126462137	40.0331147366	60.1857764518	504.759581069	20.5084940827	16.3763851985	0.0427491268741
494.405466667	2.37579865103	46.5498680856	0.0214823379985	17.0525211272	17.1035588368	45.5661982237	58.4363942057	83.2886992767	1259.99720002	-0.0560980128002	121.041512972	0.644224954607	0.0327748991467	0.660171905786	1.51475697653	46.8672289018	50.4659864833	113.046090530	40.1211294963	60.3995946215	504.748342983	20.3992752069	16.3980811286	0.0428909609234
495.028693333	2.40409097404	46.5052897000	0.0215029302355	17.1039267646	17.1556217650	45.6702068703	58.3993637874	83.3666323553	1257.75044988	-0.0549847780506	120.683754781	0.643704542939	0.0326299884704	0.667937895505	1.49714517881	46.8695947455	50.4688679567	112.965793248	40.2093426953	60.6149133093	504.734865040	20.2907725963	16.4197964543	0.0430335160692
495.651920000	2.43264278058	46.4605799094	0.0215236228637	17.1553728542	17.2077321399	45.7741679926	58.3624595449	83.4452507845	1255.49602416	-0.0538627267158	120.327954707	0.643180900817	0.0324850169958	0.675779611711	1.47977237352	46.8718690698	50.4716266512	112.885568492	40.2977550215	60.8317499761	504.719137823	20.1829810571	16.4415316607	0.0431767982782
496.275146667	2.46145568155	46.4157380506	0.0215444166569	17.2068596999	17.2598903267	45.8780823490	58.3256817408	83.5245621175	1253.23391735	-0.0527317591310	119.974091485	0.642654030943	0.0323399856361	0.683697703851	1.46263472053	46.8740513430	50.4742618858	112.805414460	40.3863672128	61.0501224311	504.701151815	20.0758954122	16.4632872397	0.0433208136181
496.898373333	2.49053129268	46.3707634519	0.0215653123986	17.2583876084	17.3120966938	45.9819507011	58.2890306463	83.6045740317	1250.96412365	-0.0515917741827	119.622144056	0.642123935930	0.0321948953096	0.691692827871	1.44572845012	46.8761410281	50.4767729739	112.725329347	40.4751800563	61.2700488375	504.680897401	19.9695105009	16.4850636905	0.0434655682600
497.521600000	2.51987123455	46.3256554334	0.0215863108821	17.3099568893	17.3643516131	46.0857738136	58.2525065411	83.6852943319	1248.68663697	-0.0504426692813	119.272091568	0.641590618303	0.0320497469404	0.699765646318	1.42904986157	46.8781375834	50.4791592223	112.645311348	40.5641943887	61.4915477182	504.658364863	19.8638211790	16.5068615195	0.0436110684808
498.144826667	2.54947713259	46.2804133067	0.0216074129108	17.3615678547	17.4166554599	46.1895524546	58.2161097136	83.7667309529	1246.40145093	-0.0492843403333	118.923913371	0.641054080503	0.0319045414579	0.707916828440	1.41259532169	46.8800404618	50.4814199320	112.565358650	40.6534110958	61.7146379624	504.633544383	19.7588223194	16.5286812403	0.0437573206656
498.768053333	2.57935061708	46.2350363749	0.0216286192984	17.4132208201	17.4690086127	46.2932873955	58.1798404614	83.8488919618	1244.10855883	-0.0481166817128	118.577589014	0.640514324881	0.0317592797971	0.716147050296	1.39636126350	46.8818491107	50.4835543974	112.485469441	40.7428311119	61.9393388312	504.606426039	19.6545088118	16.5505233742	0.0439043313104
499.391280000	2.60949332317	46.1895239324	0.0216499308688	17.4649161036	17.5214114536	46.3969794113	58.1436990908	83.9317855612	1241.80795369	-0.0469395862324	118.233098245	0.639971353701	0.0316139628989	0.724456994860	1.38034418481	46.8835629725	50.4855619064	112.405641903	40.8324554201	62.1656699646	504.576999804	19.5508755633	16.5723884498	0.0440521070248
500.014506667	2.63990689088	46.1438752647	0.0216713484566	17.5166540264	17.5738643685	46.5006292804	58.1076859179	84.0154200919	1239.49962821	-0.0457529451137	117.890421001	0.639425169139	0.0314685917095	0.732847352134	1.36454064695	46.8851814838	50.4874417406	112.325874215	40.9222850516	62.3936513877	504.545255550	19.4479174979	16.5942770036	0.0442006545345
500.637733333	2.67059296515	46.0980896486	0.0216928729069	17.5684349127	17.6263677465	46.6042377848	58.0718012680	84.0998040361	1237.18357479	-0.0445566479564	117.549537416	0.638875773282	0.0313231671812	0.741318819257	1.34894727346	46.8867040759	50.4891931748	112.246164552	41.0123210855	62.6233035175	504.511183039	19.3456295576	16.6161895799	0.0443499806843
